Json Log,Receive Time,Resource labels container group name,Resource labels container group version,Resource labels instance id,Resource labels machine id,Resource labels organization id,Resource labels organization name,Resource labels project name,Resource type,Severity,Text Log,Time
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│                                                                              │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│   155 │   │   │   else:                                                      │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│   154 │   │   │   │   import_data = get_import_data_from_import_string(confi │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│   153 │   │   │   elif config.entrypoint:                                    │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,"│ ❱ 152 │   │   │   │   import_data = get_import_data(path=path, app_name=app) │","2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│   151 │   │   │   if path or app:                                            │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│   150 │   │   │   # Resolve import data with priority: CLI path/app > config │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│   149 │   │   try:                                                           │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│                                                                              │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│ /usr/local/lib/python3.13/site-packages/fastapi_cli/cli.py:152 in _run       │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│                                                                              │,"2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,"│   438 │   │   port=port,                                                     │","2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,"│   437 │   │   host=host,                                                     │","2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,"│   436 │   │   path=path,                                                     │","2/14/2026, 12:25:52 AM"
,"2/14/2026, 12:25:52 AM",mandelbrot,1,0c77d976-9b24-4753-baae-2d33d0fc7839,8707d2d4-4ce6-c55f-b3a0-f3d52e4e57dd,ad3b2c71-b667-4537-9e7d-a82889921718,old-stock-consulting,old-stock-consulting-project,container,default,│ ❱ 435 │   _run(                                                              │,"2/14/2026, 12:25:52 AM"
